price,room_type,neighbourhood_cleansed,property_type,accommodates,beds,number_of_reviews,reviews_per_month,last_review,availability_365
$400.00,Private room,Harlem,Private room in rental unit,1,2.0,244,2.68,2023-11-21,364
,Shared room,Upper West Side,Shared room in rental unit,2,,0,,,0
$100.00,Private room,Woodside,Private room in home,1,1.0,114,1.28,2024-10-30,4
,Private room,Bushwick,Private room in rental unit,2,,6,0.07,2019-12-31,0
,Private room,West Village,Private room in rental unit,2,,1,0.01,2017-05-19,0
,Entire home/apt,Bedford-Stuyvesant,Entire rental unit,4,,0,,,0
,Private room,Bayside,Private room in home,2,,169,1.98,2022-08-06,0
,Entire home/apt,West Village,Entire rental unit,2,,1,0.01,2017-06-11,0
,Private room,Hell's Kitchen,Private room in rental unit,2,,4,0.04,2017-05-24,0
,Entire home/apt,Upper West Side,Entire rental unit,4,,2,0.02,2017-06-11,0
$399.00,Entire home/apt,Pelham Gardens,Entire home,6,4.0,154,1.7,2024-10-07,163
,Entire home/apt,Midtown,Entire rental unit,3,,15,0.17,2020-01-02,0
$130.00,Entire home/apt,Harlem,Entire condo,2,1.0,89,0.98,2024-10-30,180
,Private room,Flatbush,Private room in rental unit,1,,1,0.01,2017-12-31,0
$135.00,Entire home/apt,Bedford-Stuyvesant,Entire rental unit,3,1.0,517,5.66,2024-10-20,0
,Entire home/apt,Williamsburg,Entire rental unit,3,,0,,,0
,Private room,Upper West Side,Private room in rental unit,2,,5,0.06,2018-05-28,0
,Private room,Bedford-Stuyvesant,Private room in rental unit,2,,1,0.01,2017-05-25,0
,Entire home/apt,Chelsea,Entire rental unit,4,,2,0.02,2017-11-25,0
$135.00,Entire home/apt,Bedford-Stuyvesant,Entire rental unit,2,2.0,453,4.97,2024-10-19,44
$79.00,Private room,Washington Heights,Private room in rental unit,2,1.0,224,2.47,2023-08-27,337
,Private room,Bushwick,Private room in rental unit,1,,5,0.06,2017-09-14,0
,Entire home/apt,East Harlem,Entire rental unit,2,,0,,,0
,Private room,Williamsburg,Private room in rental unit,1,,0,,,0
$170.00,Entire home/apt,Hell's Kitchen,Entire rental unit,4,1.0,70,0.77,2024-10-26,260
,Private room,Williamsburg,Private room in rental unit,4,,5,0.05,2019-12-30,0
$125.00,Entire home/apt,Hell's Kitchen,Entire rental unit,3,2.0,16,0.22,2024-04-07,344
,Entire home/apt,Inwood,Entire rental unit,3,,9,0.1,2018-08-01,0
,Private room,Bushwick,Private room in rental unit,2,,1,0.01,2017-05-12,0
$125.00,Entire home/apt,Hell's Kitchen,Entire rental unit,3,1.0,15,0.17,2024-06-07,337
,Private room,Kips Bay,Private room in rental unit,2,,0,,,0
,Private room,Harlem,Private room in rental unit,2,,0,,,0
,Private room,Upper East Side,Private room in rental unit,1,,22,0.24,2018-11-11,0
,Private room,East Harlem,Private room in rental unit,2,,8,0.09,2017-11-01,0
,Entire home/apt,Williamsburg,Entire rental unit,4,,1,0.01,2017-06-07,0
,Entire home/apt,Fort Greene,Entire rental unit,2,,2,0.02,2019-07-13,0
$105.00,Private room,East New York,Private room in guest suite,2,1.0,269,3.0,2023-10-26,180
,Entire home/apt,Upper East Side,Entire loft,5,,20,0.22,2019-01-01,0
$100.00,Entire home/apt,Tompkinsville,Entire home,2,1.0,96,1.65,2024-07-31,357
,Entire home/apt,Bushwick,Entire rental unit,2,,0,,,0
,Entire home/apt,Gramercy,Entire rental unit,2,,5,0.06,2017-08-23,0
$110.00,Entire home/apt,Carroll Gardens,Entire rental unit,2,1.0,121,1.33,2024-10-31,218
,Private room,Bedford-Stuyvesant,Private room in rental unit,2,,0,,,0
$65.00,Private room,North Riverdale,Private room in townhouse,1,1.0,0,,,89
,Private room,Morningside Heights,Private room in rental unit,1,,0,,,0
,Private room,Crown Heights,Private room in rental unit,2,,8,0.09,2019-03-30,0
,Entire home/apt,East Flatbush,Entire home,2,,213,2.41,2023-09-21,0
,Private room,Williamsburg,Private room in rental unit,1,,2,0.02,2018-06-11,0
$69.00,Private room,Astoria,Private room in rental unit,1,1.0,46,0.51,2023-11-16,364
,Entire home/apt,Bedford-Stuyvesant,Entire rental unit,4,,0,,,0
,Entire home/apt,East Village,Entire rental unit,2,,8,0.09,2018-11-05,0
,Private room,Harlem,Private room in rental unit,1,,49,0.54,2020-03-24,0
,Hotel room,Murray Hill,Room in serviced apartment,3,,1,0.02,2019-11-04,264
,Entire home/apt,Fort Greene,Entire rental unit,2,,1,0.01,2017-08-29,0
,Private room,Bushwick,Private room in rental unit,2,,0,,,0
,Private room,Financial District,Private room in rental unit,2,,2,0.02,2017-06-04,0
$180.00,Entire home/apt,Bedford-Stuyvesant,Entire guest suite,4,2.0,71,4.22,2024-10-20,209
"$1,000.00",Entire home/apt,Windsor Terrace,Entire home,12,8.0,110,1.22,2024-10-31,129
,Private room,Crown Heights,Private room in rental unit,2,,0,,,0
$300.00,Entire home/apt,East Flatbush,Entire townhouse,6,6.0,26,0.29,2022-03-17,356
,Entire home/apt,Bushwick,Entire rental unit,3,,0,,,0
,Entire home/apt,Bedford-Stuyvesant,Entire rental unit,2,,0,,,0
$71.00,Private room,East Elmhurst,Private room in home,1,1.0,449,5.71,2024-10-15,127
,Entire home/apt,East Village,Entire rental unit,3,,2,0.02,2017-06-21,0
,Private room,Upper West Side,Private room in rental unit,1,,5,0.05,2017-07-04,0
,Entire home/apt,Midtown,Entire rental unit,3,,13,0.15,2018-09-22,0
,Private room,Bushwick,Private room in rental unit,1,,10,0.11,2017-09-20,0
$120.00,Entire home/apt,Bushwick,Entire home,4,2.0,52,1.66,2023-09-03,52
,Entire home/apt,Morningside Heights,Entire rental unit,4,,2,0.02,2018-01-21,0
,Entire home/apt,Harlem,Entire rental unit,2,,9,0.1,2022-08-23,322
,Private room,Prospect-Lefferts Gardens,Private room in rental unit,2,,23,0.25,2017-10-21,0
$150.00,Entire home/apt,Murray Hill,Entire rental unit,1,1.0,9,0.11,2021-09-22,202
,Entire home/apt,East Village,Entire rental unit,3,,13,0.14,2018-01-01,0
,Shared room,Upper West Side,Shared room in rental unit,1,,0,,,0
$122.00,Entire home/apt,Bushwick,Entire rental unit,3,3.0,19,0.21,2024-04-29,308
,Entire home/apt,Bedford-Stuyvesant,Entire rental unit,2,,6,0.07,2018-08-18,0
$450.00,Entire home/apt,Brooklyn Heights,Entire rental unit,7,3.0,178,1.97,2023-12-03,364
,Private room,Crown Heights,Private room in rental unit,2,,0,,,0
,Private room,Williamsbridge,Private room in rental unit,2,,3,0.03,2017-06-03,0
,Private room,Williamsburg,Private room in rental unit,2,,3,0.03,2017-10-15,0
$165.00,Entire home/apt,Brooklyn Heights,Entire rental unit,2,1.0,189,2.09,2024-09-27,323
$170.00,Entire home/apt,Hell's Kitchen,Entire rental unit,3,1.0,5,0.1,2024-04-30,191
,Entire home/apt,Fort Greene,Entire rental unit,4,,2,0.02,2017-08-11,0
,Entire home/apt,Crown Heights,Entire rental unit,6,,84,0.93,2022-07-09,0
$140.00,Private room,Roosevelt Island,Private room in rental unit,2,1.0,92,1.02,2023-11-17,365
,Private room,Midtown,Private room in rental unit,2,,1,0.01,2017-07-30,0
$90.00,Private room,Wakefield,Private room in rental unit,2,1.0,85,0.95,2023-05-15,0
$90.00,Entire home/apt,Crown Heights,Entire rental unit,2,1.0,103,1.15,2024-09-01,364
,Private room,Financial District,Private room in rental unit,4,,1,0.01,2017-05-17,0
$65.00,Private room,Williamsburg,Private room in loft,1,1.0,181,1.99,2024-08-07,64
,Private room,Williamsburg,Private room in rental unit,1,,2,0.02,2017-06-19,0
,Private room,Washington Heights,Private room in rental unit,1,,14,0.15,2018-09-01,0
$208.00,Entire home/apt,Red Hook,Entire loft,4,2.0,14,0.15,2018-12-17,365
$55.00,Private room,Rosedale,Private room in home,1,1.0,63,0.7,2023-02-12,167
,Entire home/apt,Clinton Hill,Entire rental unit,2,,10,0.14,2019-05-28,0
,Entire home/apt,Clinton Hill,Entire home,5,,4,0.05,2019-08-26,0
,Entire home/apt,Bushwick,Entire rental unit,2,,5,0.06,2018-07-16,0
,Entire home/apt,Greenpoint,Entire rental unit,3,,7,0.08,2017-12-30,0
,Entire home/apt,Williamsburg,Entire loft,6,,38,0.42,2018-12-27,0
$150.00,Entire home/apt,Murray Hill,Entire rental unit,2,1.0,8,0.17,2023-11-04,358
$69.00,Private room,Astoria,Private room in rental unit,3,0.0,19,0.21,2020-03-08,173
$265.00,Entire home/apt,Prospect Heights,Entire home,2,1.0,271,3.02,2024-10-29,38
,Entire home/apt,East Village,Entire rental unit,2,,1,0.01,2017-05-20,0
,Private room,Hunts Point,Private room in rental unit,2,,0,,,0
$70.00,Entire home/apt,Cypress Hills,Entire rental unit,4,3.0,17,0.73,2023-12-03,62
,Entire home/apt,South Slope,Entire rental unit,3,,88,0.98,2019-02-23,0
,Shared room,East Village,Shared room in rental unit,2,,0,,,0
,Private room,Inwood,Private room in rental unit,2,,2,0.02,2018-01-25,0
$150.00,Entire home/apt,Murray Hill,Entire rental unit,1,1.0,5,0.06,2021-06-25,203
$150.00,Entire home/apt,Murray Hill,Entire rental unit,1,1.0,4,0.06,2021-06-05,208
$149.00,Private room,Bedford-Stuyvesant,Private room in rental unit,2,4.0,207,2.31,2023-11-05,364
,Private room,Greenwich Village,Private room in rental unit,1,,16,0.18,2020-01-14,0
$160.00,Entire home/apt,Murray Hill,Entire rental unit,1,2.0,1,0.01,2017-12-10,364
,Entire home/apt,Lower East Side,Entire rental unit,1,,2,0.02,2018-01-01,0
$202.00,Entire home/apt,Harlem,Entire rental unit,6,3.0,3,0.06,2024-05-14,317
$55.00,Private room,Mount Eden,Private room in rental unit,2,1.0,169,1.9,2023-10-29,313
,Entire home/apt,Greenwich Village,Entire rental unit,2,,4,0.04,2020-10-31,0
$170.00,Private room,Arverne,Private room in rental unit,2,3.0,161,1.8,2024-10-26,284
,Entire home/apt,Sunset Park,Entire condo,4,,7,0.08,2019-07-04,0
$195.00,Private room,Cambria Heights,Private room in home,3,5.0,39,0.44,2023-06-25,365
$130.00,Entire home/apt,Murray Hill,Entire rental unit,1,1.0,21,0.24,2024-03-15,105
,Private room,Flatbush,Private room in rental unit,2,,110,1.22,2020-04-13,0
$150.00,Entire home/apt,Murray Hill,Entire place,1,1.0,5,0.06,2023-09-28,364
$116.00,Entire home/apt,Upper East Side,Entire rental unit,2,1.0,10,0.12,2024-04-07,321
$83.00,Private room,Sheepshead Bay,Private room in rental unit,1,1.0,66,0.73,2024-08-16,307
,Private room,Bushwick,Private room in loft,3,,61,0.67,2019-01-03,0
,Entire home/apt,East Village,Entire rental unit,1,,0,,,0
$59.00,Entire home/apt,Emerson Hill,Entire guest suite,2,1.0,73,0.81,2023-10-25,176
$95.00,Entire home/apt,Bath Beach,Entire rental unit,2,2.0,99,1.1,2023-08-19,333
$339.00,Entire home/apt,Greenpoint,Entire home,2,1.0,48,0.55,2024-09-29,36
,Entire home/apt,Canarsie,Entire condo,4,,64,0.71,2019-08-18,0
,Private room,Williamsburg,Private room in rental unit,2,,0,,,0
,Entire home/apt,Williamsburg,Entire rental unit,2,,3,0.03,2018-09-17,0
,Entire home/apt,Midwood,Entire rental unit,4,,1,0.01,2017-07-29,0
,Private room,Allerton,Private room in home,2,,1,0.01,2017-06-01,0
,Private room,Gravesend,Private room in townhouse,2,,120,1.32,2021-09-04,0
$80.00,Entire home/apt,Glendale,Entire home,2,1.0,157,1.73,2024-09-30,62
,Entire home/apt,Carroll Gardens,Entire condo,4,,0,,,0
,Entire home/apt,Hell's Kitchen,Entire serviced apartment,3,,2,0.03,2022-06-22,361
,Private room,Flatbush,Private room in rental unit,1,,0,,,0
,Entire home/apt,Astoria,Entire rental unit,2,,12,0.13,2018-09-23,0
,Private room,Long Island City,Private room in rental unit,2,,4,0.04,2018-09-16,0
$125.00,Entire home/apt,Harlem,Entire rental unit,2,2.0,26,0.29,2023-02-28,294
$210.00,Entire home/apt,Murray Hill,Entire rental unit,3,3.0,3,0.05,2021-11-01,208
$210.00,Entire home/apt,Murray Hill,Entire rental unit,4,3.0,14,0.16,2024-07-31,208
$130.00,Entire home/apt,Upper East Side,Entire rental unit,2,1.0,6,0.09,2024-10-21,324
,Entire home/apt,South Slope,Entire loft,6,,4,0.05,2020-09-01,0
,Entire home/apt,Upper West Side,Entire rental unit,4,,0,,,0
,Entire home/apt,Sheepshead Bay,Entire home,3,,29,0.32,2023-03-27,0
$150.00,Private room,Harlem,Private room in rental unit,2,1.0,69,0.76,2023-11-11,90
,Private room,East Village,Private room in rental unit,2,,8,0.09,2018-05-28,0
$50.00,Private room,Kew Gardens Hills,Private room in rental unit,1,2.0,11,0.15,2021-10-31,65
,Private room,East Flatbush,Private room in home,1,,0,,,0
,Private room,Chelsea,Private room in rental unit,2,,1,0.01,2017-06-19,0
$350.00,Entire home/apt,Kips Bay,Entire rental unit,5,3.0,9,0.1,2017-06-15,179
,Private room,Williamsburg,Private room in rental unit,2,,19,0.23,2019-02-02,0
$50.00,Private room,Laurelton,Private room in home,1,1.0,36,0.42,2024-09-30,336
,Private room,Harlem,Private room in rental unit,2,,20,0.22,2019-07-01,0
,Shared room,Kensington,Shared room in rental unit,1,,1,0.01,2018-08-05,0
,Entire home/apt,Greenwich Village,Entire rental unit,2,,2,0.02,2017-09-04,0
,Private room,Fort Greene,Private room in townhouse,1,,11,0.12,2018-10-22,0
,Private room,East Harlem,Private room in rental unit,1,,3,0.03,2017-12-29,0
$88.00,Entire home/apt,Bensonhurst,Entire rental unit,9,4.0,146,1.62,2024-10-19,155
$150.00,Entire home/apt,Harlem,Entire home,3,2.0,26,0.29,2024-02-12,63
,Private room,Sunset Park,Private room in rental unit,2,,3,0.03,2017-07-11,0
,Private room,Harlem,Private room in rental unit,2,,8,0.09,2017-07-29,0
$92.00,Entire home/apt,Hell's Kitchen,Entire rental unit,2,1.0,113,1.25,2024-08-31,236
,Entire home/apt,Hell's Kitchen,Entire rental unit,3,,7,0.08,2017-09-27,0
,Entire home/apt,Crown Heights,Entire rental unit,4,,9,0.1,2018-10-09,178
,Entire home/apt,Upper East Side,Entire rental unit,4,,3,0.03,2020-07-05,0
,Entire home/apt,Upper East Side,Entire rental unit,4,,2,0.02,2017-06-24,0
,Entire home/apt,Morningside Heights,Entire rental unit,2,,7,0.08,2019-03-14,0
,Entire home/apt,Upper West Side,Entire rental unit,2,,0,,,0
,Private room,Bushwick,Private room in rental unit,2,,10,0.11,2017-07-28,0
,Private room,Murray Hill,Private room in rental unit,1,,51,0.59,2019-12-29,0
,Entire home/apt,Long Island City,Entire rental unit,2,,2,0.02,2017-06-08,0
$55.00,Private room,Rosedale,Private room in home,1,1.0,67,0.74,2022-06-07,167
$75.00,Private room,Bushwick,Private room in rental unit,1,1.0,88,0.98,2024-11-02,62
$65.00,Private room,East Harlem,Private room in rental unit,1,1.0,138,1.58,2024-10-01,321
,Entire home/apt,Greenwich Village,Entire condo,2,,34,0.39,2020-03-05,0
,Private room,Kingsbridge,Private room in rental unit,1,,44,0.49,2023-11-30,0
$168.00,Private room,Boerum Hill,Private room in home,1,1.0,77,0.86,2024-11-03,297
,Entire home/apt,Lower East Side,Entire rental unit,2,,15,0.17,2019-02-18,0
,Private room,Bensonhurst,Private room in rental unit,2,,63,0.7,2024-09-17,21
$175.00,Entire home/apt,Jamaica,Entire home,6,3.0,138,1.54,2024-06-10,365
,Entire home/apt,Upper East Side,Entire condo,2,,1,0.01,2017-10-09,0
,Private room,Crown Heights,Private room in rental unit,2,,1,0.01,2017-07-01,0
,Private room,Williamsburg,Private room in rental unit,2,,1,0.01,2018-04-25,0
$120.00,Entire home/apt,Greenpoint,Entire rental unit,2,1.0,32,0.37,2024-09-02,202
,Private room,Williamsburg,Private room in rental unit,2,,2,0.02,2017-07-19,0
,Entire home/apt,Prospect-Lefferts Gardens,Entire condo,2,,1,0.01,2017-06-22,0
,Entire home/apt,Battery Park City,Entire rental unit,2,,0,,,0
"$4,964.00",Entire home/apt,West Village,Entire townhouse,7,3.0,5,0.06,2018-01-19,90
,Private room,Murray Hill,Private room in rental unit,1,,0,,,0
,Entire home/apt,Longwood,Entire home,4,,0,,,0
$52.00,Private room,East New York,Private room in home,1,1.0,22,0.25,2022-07-05,365
,Private room,Washington Heights,Private room in rental unit,2,,16,0.18,2019-05-18,0
,Private room,Washington Heights,Private room in rental unit,1,,12,0.14,2019-08-31,0
,Entire home/apt,Bushwick,Entire rental unit,2,,2,0.02,2017-07-06,0
,Private room,Washington Heights,Private room in rental unit,1,,5,0.06,2017-06-30,0
,Entire home/apt,Battery Park City,Entire loft,4,,7,0.09,2022-09-05,0
,Private room,Bushwick,Private room in rental unit,2,,0,,,0
,Entire home/apt,Wakefield,Entire rental unit,2,,0,,,0
,Entire home/apt,Financial District,Entire rental unit,2,,93,1.03,2019-11-30,0
,Entire home/apt,Cobble Hill,Entire rental unit,7,,1,0.01,2018-08-22,0
,Entire home/apt,Williamsburg,Entire rental unit,2,,6,0.07,2018-01-02,0
,Private room,Crown Heights,Private room in rental unit,2,,2,0.02,2017-09-09,0
$99.00,Private room,Flatlands,Private room in rental unit,1,1.0,27,1.61,2024-06-10,175
,Shared room,Inwood,Shared room in rental unit,1,,31,0.34,2024-09-03,28
,Private room,Crown Heights,Private room in rental unit,2,,4,0.04,2017-08-29,0
,Private room,Bedford-Stuyvesant,Private room in home,2,,4,0.04,2017-09-05,0
$135.00,Entire home/apt,Upper West Side,Entire rental unit,2,2.0,13,0.28,2024-10-01,269
,Entire home/apt,East Village,Entire rental unit,4,,4,0.04,2018-07-01,0
$80.00,Private room,Crown Heights,Private room in rental unit,2,1.0,344,3.81,2024-05-26,150
,Entire home/apt,East Village,Entire rental unit,2,,7,0.08,2017-12-05,0
,Private room,East Harlem,Private room in condo,1,,0,,,0
,Private room,Kensington,Private room in rental unit,1,,3,0.03,2018-08-25,0
,Private room,Bushwick,Private room in rental unit,1,,0,,,0
$300.00,Entire home/apt,Williamsburg,Entire condo,4,2.0,0,,,358
,Private room,Bushwick,Private room in rental unit,1,,6,0.07,2017-12-16,0
,Private room,Sunnyside,Private room in rental unit,1,,0,,,0
,Entire home/apt,Hell's Kitchen,Entire rental unit,2,,0,,,0
,Entire home/apt,Fort Greene,Entire rental unit,2,,1,0.01,2017-07-28,0
,Entire home/apt,Midwood,Entire rental unit,2,,0,,,0
,Entire home/apt,Upper West Side,Entire rental unit,2,,17,0.2,2024-09-24,0
,Private room,NoHo,Private room in rental unit,2,,0,,,0
,Private room,Flatbush,Private room in rental unit,2,,1,0.01,2017-07-02,0
,Private room,Kensington,Private room in rental unit,2,,0,,,0
,Entire home/apt,Greenpoint,Entire rental unit,4,,16,0.18,2019-08-21,0
,Entire home/apt,Crown Heights,Entire rental unit,4,,7,0.08,2018-03-19,0
$90.00,Private room,Concourse,Private room in rental unit,2,1.0,106,1.18,2021-10-21,365
,Private room,Williamsburg,Private room in rental unit,2,,176,1.95,2020-03-22,0
,Private room,Williamsburg,Private room in rental unit,2,,163,1.81,2020-03-13,0
,Entire home/apt,Longwood,Entire rental unit,3,,28,0.31,2018-02-19,0
,Private room,Upper East Side,Private room in rental unit,1,,17,0.19,2019-11-10,0
,Entire home/apt,Midtown,Entire rental unit,2,,0,,,0
,Entire home/apt,Financial District,Entire rental unit,2,,0,,,0
$158.00,Entire home/apt,Upper East Side,Entire rental unit,2,2.0,27,0.32,2024-09-30,310
,Entire home/apt,Carroll Gardens,Entire home,10,,11,0.12,2019-01-03,0
,Entire home/apt,East Village,Entire rental unit,3,,2,0.02,2017-09-05,0
,Entire home/apt,Upper East Side,Entire rental unit,2,,79,0.88,2024-10-06,0
,Entire home/apt,Upper West Side,Entire rental unit,3,,1,0.01,2017-06-16,0
,Entire home/apt,Williamsburg,Entire rental unit,6,,11,0.12,2018-01-03,0
$397.00,Entire home/apt,Chelsea,Entire rental unit,2,2.0,57,0.64,2024-08-18,187
$99.00,Entire home/apt,Upper West Side,Entire rental unit,2,1.0,8,0.2,2023-05-21,219
,Entire home/apt,Lower East Side,Entire rental unit,2,,15,0.17,2020-01-01,0
,Entire home/apt,Midtown,Entire serviced apartment,2,,0,,,0
,Entire home/apt,Bushwick,Entire rental unit,2,,95,1.06,2020-03-17,0
,Private room,Morningside Heights,Private room in rental unit,1,,1,0.01,2017-11-15,0
,Entire home/apt,Greenpoint,Entire rental unit,2,,0,,,0
,Entire home/apt,Chelsea,Entire rental unit,2,,0,,,0
,Private room,Tribeca,Private room in rental unit,2,,1,0.01,2017-06-19,0
,Entire home/apt,Upper East Side,Entire rental unit,2,,12,0.13,2017-11-12,0
$129.00,Private room,East Harlem,Private room in rental unit,2,1.0,92,1.04,2024-10-27,12
,Entire home/apt,Flatbush,Entire rental unit,2,,5,0.13,2023-10-02,0
,Entire home/apt,Washington Heights,Entire rental unit,3,,14,0.16,2019-08-22,0
,Private room,Bushwick,Private room in rental unit,1,,0,,,0
